"Country","TIME","unemp","gdpc","infl","socsp","minwage","bipacc","loggdp","schooling","emp_protect","particip","exports","id"
"Belgium",2007,7.48333333333333,36871.035699,1.82305630026811,23.445,21310.053,1.96496802449896,3.397493,NA,1.8928572,53.5928121465796,77.4908402062005,2
"Belgium",2008,6.975,38144.097686,4.489444205084,NA,21416.957,-0.997536336457738,0.747284,100,1.8928572,53.6782082958639,79.695875910141,2
"Belgium",2009,7.89166666666667,38070.569916,-0.0531456741253712,26.886,22140.191,-1.08896870355775,-2.285113,118,1.8928572,53.4728382957175,69.309681433335,2
"Belgium",2010,8.30833333333333,40175.850666,2.18929920422456,NA,21810.281,1.75018436176844,2.695145,140,2.0833333,54.0698568573719,76.4484348166672,2
"Belgium",2011,7.16666666666667,41510.739941,3.53208210722746,26.779,21629.799,-1.07279888542688,1.79663,163,2.0833333,53.1986125848806,81.6357430375673,2
"Belgium",2012,7.56666666666667,42639.076623,2.83966343445895,NA,21594.918,-0.0514285084617495,0.137052,189,1.8928572,53.2490733627797,82.3058064516129,2
"Belgium",2013,8.45,43756.734057,1.11309594027539,27.179,21783.131,-0.325130424931408,-0.062349,209,1.8928572,53.5589993634308,81.8063926521005,2
"Belgium",2014,8.53333333333334,45003.752596,0.340002833356936,NA,21709.326,-0.668983212314345,1.646183,231,NA,53.5059784121359,83.2037165946851,2
"Belgium",2015,8.5,45861.427346,0.561429152790133,NA,21588.119,0.432486157512956,1.476059,255,NA,53.30946284457,82.9488088883039,2
"Belgium",2016,7.85833333333333,46700.743373,1.97385264653169,NA,21170.248,-0.387622290496681,1.192979,NA,NA,53.0625761721182,84.4598456871381,2
"Canada",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"Canada",1991,10.325,20156.741996,5.62586408593003,NA,12312.554,-3.75176376441209,-2.125692,8,0.92063493,66.5778120399567,NA,3
"Canada",1992,11.1916666666667,20553.528794,1.49013290374546,NA,13041.657,-3.63982519485949,0.882976,NA,0.92063493,65.7028675658458,26.1798918743776,3
"Canada",1993,11.4,21365.196777,1.86507936507938,NA,13329.647,-3.86005427431898,2.655236,NA,0.92063493,65.3375940904626,29.132107095277,3
"Canada",1994,10.4166666666667,22551.987107,0.16556291390729,NA,13742.055,-2.40899566551037,4.493475,NA,0.92063493,65.1540621255745,32.7791900515132,3
"Canada",1995,9.50833333333333,23395.473915,2.14876033057854,20.2,13855.901,-0.861725650957048,2.677708,NA,0.92063493,64.8242292654081,36.1050359903157,3
"Canada",1996,9.60833333333334,23954.649762,1.57053112507137,NA,14038.341,0.38747936769606,1.611048,NA,0.92063493,64.6643001807531,37.1091557636143,3
"Canada",1997,9.11666666666667,25156.150049,1.62121638084529,19.153,13987.873,-1.36894644922567,4.279812,NA,0.92063493,64.8672714836945,38.1431836637158,3
"Canada",1998,8.28333333333333,26197.932922,0.995942456658043,NA,13957.3,-1.39836326646741,3.881759,NA,0.92063493,65.119048125295,40.0448097984093,3
"Canada",1999,7.59166666666667,27745.751307,1.73484295105916,18.536,13972.571,0.112223956527984,5.163211,NA,0.92063493,65.5206922941072,41.8771952181081,3
"Canada",2000,6.81666666666667,29265.221478,2.71943995691976,NA,13705.395,2.49578225338912,5.18269,NA,0.92063493,65.756592056323,44.2374680237305,3
"Canada",2001,7.21666666666667,30133.352284,2.52512013979904,19.363,13548.217,2.12506326649966,1.770819,27,0.92063493,65.9072937172273,42.0362032608362,3
"Canada",2002,7.675,30854.823032,2.25839440940854,NA,13405.794,1.66087760390442,3.010016,NA,0.92063493,66.8604610627833,40.0344023970702,3
"Canada",2003,7.575,32224.015719,2.75856321360115,19.524,13217.572,1.13636466114381,1.802273,NA,0.92063493,67.5610040442893,36.8278393844751,3
"Canada",2004,7.19166666666667,33815.119074,1.85725871857259,NA,13238.716,2.269712193693,3.085961,NA,0.92063493,67.4868842772455,37.2879509727474,3
"Canada",2005,6.75833333333333,36212.643556,2.21355203439767,19.529,13355.05,1.82274012924542,3.201382,NA,0.92063493,67.1408833318074,36.7951092003828,3
"Canada",2006,6.33333333333333,38009.872181,2.00202539534158,NA,13649.689,1.3673988188864,2.623413,72,0.92063493,67.0179275786016,35.3293477379479,3
"Canada",2007,6.05,39441.964993,2.13838399266838,19.761,13785.935,0.760979256924179,2.062748,NA,0.92063493,67.4421235832448,34.1531662527359,3
"Canada",2008,6.14166666666667,40277.618235,2.37027067444297,NA,14342.762,0.0766122222903607,1.000361,NA,0.92063493,67.5602533550858,34.3231354394609,3
"Canada",2009,8.35,38791.071038,0.299466803009267,21.555,15190.474,-2.94782100326326,-2.949588,NA,0.92063493,67.0915058938276,28.435750447407,3
"Canada",2010,8.05833333333333,40027.204359,1.7768715409263,NA,15732.952,-3.61356941846081,3.083514,NA,0.92063493,66.9132786408014,29.0719564222074,3
"Canada",2011,7.525,41565.258933,2.9121350887235,20.238,15778.273,-2.77810823228124,3.141219,180,0.92063493,66.7044028401124,30.5646237517811,3
"Canada",2012,7.29166666666667,42145.104092,1.51567823124523,NA,16074.195,-3.60217109342181,1.745472,NA,0.92063493,66.5059103748095,30.2136045046982,3
"Canada",2013,7.08333333333333,44097.565566,0.938291897815235,20.038,16180.089,-3.22207506187017,2.475002,NA,0.92063493,66.4552460776293,30.1633384838833,3
"Canada",2014,6.90833333333333,45082.018338,1.90663590717873,NA,16284.476,-2.4299458856554,2.565299,NA,NA,65.9911595480406,31.5805875296314,3
"Canada",2015,6.90833333333333,44204.963828,1.12524136094277,NA,16536.828,-3.40148534086334,0.941676,NA,NA,65.83844732406,31.5797105316553,3
"Canada",2016,6.99166666666667,44025.181553,1.4287595470108,NA,16792.385,-3.31038382067261,1.467747,NA,NA,65.7047537737139,30.9995738686805,3
"Czech Republic",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"Czech Republic",1991,NA,11542.529872,NA,NA,5264.96,NA,-11.614942,NA,NA,NA,NA,4
"Czech Republic",1992,NA,11735.459123,11.0865017841762,NA,5213.4658,NA,-0.506542,NA,NA,NA,40.20640569847,4
"Czech Republic",1993,4.30833333333333,12007.218139,20.813026140895,NA,4315.3169,NA,0.061904,NA,3.3055556,61.422410195336,40.286404879494,4
"Czech Republic",1994,4.29166666666667,12612.726827,10.0394242229761,NA,3921.6101,NA,2.909309,NA,3.3055556,61.617901970204,37.4211637750411,4
"Czech Republic",1995,4.00833333333333,13683.995551,9.03142809531744,NA,3596.771,-2.30479656583947,6.221406,NA,3.3055556,61.5079459204118,40.5614781202634,4
"Czech Republic",1996,3.89166666666667,14538.143907,8.76694641704327,NA,3757.7949,-6.15825218572795,4.282799,NA,3.3055556,61.2421987419342,38.4377437766948,4
"Czech Republic",1997,4.775,14680.351194,8.59449192782525,NA,3460.3921,-5.84297379718317,-0.674271,NA,3.3055556,61.0914727493757,40.5736208929351,4
"Czech Republic",1998,6.46666666666667,14864.042399,10.7017927415829,NA,3313.4199,-1.89592441384059,-0.316033,NA,3.3055556,61.026980053936,42.2834171961279,4
"Czech Republic",1999,8.7,15290.737982,2.10328823936012,NA,4194.2231,-2.26839452741949,1.43805,NA,3.3055556,60.9940172984176,43.0185044473249,4
"Czech Republic",2000,8.775,16104.981038,3.8007736943907,NA,5013.9409,-4.41044953312983,4.294136,NA,3.3055556,60.398888168532,48.3296594917876,4
"Czech Republic",2001,8.125,17543.187745,4.67716388707727,16.979,5635.188,-4.88991070988969,3.051521,NA,3.3055556,60.0196703759175,49.1356506218688,4
"Czech Republic",2002,7.29166666666667,18134.824637,1.87805963506898,NA,6305.6899,-5.1031996132506,1.64695,NA,3.3055556,59.8518019020761,45.2424144761489,4
"Czech Republic",2003,7.775,19346.688798,0.113576795387022,17.899,6851.0391,-5.71885693278184,3.601843,NA,3.3055556,59.4240989243826,47.061702585676,4
"Czech Republic",2004,8.29166666666667,20761.345896,2.77511126625361,NA,7203.6328,-3.78761812826609,4.947456,NA,3.3055556,59.1753908591985,57.4301590104851,4
"Czech Republic",2005,7.94166666666667,21860.611518,1.84257450963742,16.995,7585.3252,-2.12974267417191,6.442262,NA,3.3055556,59.3643873336393,62.3147774136794,4
"Czech Republic",2006,7.13333333333333,23687.614048,2.54293813573454,NA,7991.7749,-2.45970389341353,6.876544,74,3.3055556,59.2616233344352,65.2916301101955,4
"Czech Republic",2007,5.325,25997.967083,2.86202130254491,16.469,8007.124,-4.61732036617051,5.529266,93,3.0515873,58.7710340907215,66.5527781975088,4
"Czech Republic",2008,4.40833333333333,27663.990385,6.33941980871081,NA,7529.7798,-1.88204286442297,2.710956,112,3.0515873,58.5053333035175,63.3644771832863,4
"Czech Republic",2009,6.68333333333333,27442.24521,1.03322678956364,19.3,7452.7759,-2.27097554900214,-4.841785,134,3.0515873,58.6774843232222,58.8127166241652,4
"Czech Republic",2010,7.29166666666667,27546.60778,1.46409652736903,NA,7345.2349,-3.57970037212096,2.29509,158,3.0515873,58.4441224522348,66.1767060370275,4
"Czech Republic",2011,6.71666666666667,28795.816027,1.92879414110654,18.91,7206.2412,-2.11176086944295,2.004704,184,3.0515873,58.3279009849672,71.3071567311351,4
"Czech Republic",2012,6.975,29051.390424,3.29373265988478,NA,6976.4521,-1.55876982884706,-0.799844,206,2.9246032,58.6413013953896,76.1700746223071,4
"Czech Republic",2013,6.96666666666667,30496.020039,1.41873278236912,19.116,7057.999,-0.541756429324557,-0.483671,225,2.9246032,59.2754561445418,76.8709518101924,4
"Czech Republic",2014,6.11666666666667,32359.369238,0.353116936031524,NA,7283.0771,0.190110755065317,2.715116,248,NA,59.3100303521054,82.5456924295555,4
"Czech Republic",2015,5.05833333333333,33753.167035,0.331573961293806,NA,7856.8091,0.24072121789016,4.535629,269,NA,59.4242640988731,82.9552442961699,4
"Czech Republic",2016,3.96666666666667,34703.875539,0.66095636339111,NA,8399.0879,1.12335889257008,2.426033,NA,NA,59.9219558226786,80.3418874114248,4
"Denmark",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"Denmark",1991,7.85,19034.534797,2.39515333677735,NA,NA,NA,1.393656,9,2.1825397,67.8274843222766,NA,5
"Denmark",1992,8.6,19784.179885,2.0960418291061,NA,NA,NA,1.957012,NA,2.1825397,68.104551235585,36.9543690561573,5
"Denmark",1993,9.55,20186.787086,1.25786163522011,20.625,NA,NA,0.010659,NA,2.1825397,67.3709260732013,36.566228596416,5
"Denmark",1994,7.7,21644.835114,1.99201419698313,NA,NA,NA,5.332449,13,2.1825397,64.3754034281436,36.851923816504,5
"Denmark",1995,6.71666666666667,22660.802996,2.08360520248815,20.806,NA,NA,3.027634,15,2.1349206,64.6052714113274,36.6660138178822,5
"Denmark",1996,6.33333333333333,23717.074135,2.12629964206578,NA,NA,NA,2.900068,NA,2.1349206,65.1955577740317,37.1188503194782,5
"Denmark",1997,5.24166666666667,24908.362906,2.18216714649311,20.047,NA,NA,3.26088,NA,2.1349206,65.4407529130808,37.8117122941658,5
"Denmark",1998,4.86666666666667,25793.330938,1.84565128623929,NA,NA,NA,2.218162,NA,2.1349206,65.1787417980053,37.2337662775677,5
"Denmark",1999,5.16666666666667,26657.832804,2.49779488413117,20.602,NA,NA,2.948007,NA,2.1349206,65.8005549662405,39.3935342213301,5
"Denmark",2000,4.325,28648.733142,2.9032770873677,NA,NA,NA,3.7469,NA,2.1349206,65.5384039658576,44.8894877731153,5
"Denmark",2001,4.525,29527.04208,2.33787483702739,19.948,NA,NA,0.823149,NA,2.1349206,65.940643733735,45.5953441640917,5
"Denmark",2002,4.58333333333333,30639.953104,2.42443661219695,NA,NA,NA,0.466345,NA,2.1349206,65.5190710611776,45.7441867555952,5
"Denmark",2003,5.40833333333333,30787.695078,2.07507820646506,20.993,NA,NA,0.390074,33,2.1349206,65.5058040820525,43.8774011641544,5
"Denmark",2004,5.5,32941.229362,1.15435693124937,NA,NA,NA,2.668193,44,2.1349206,66.0309373128491,43.9656414570774,5
"Denmark",2005,4.84166666666667,34152.878002,1.81781458291256,20.85,NA,4.19755195751576,2.336664,NA,2.1349206,65.6487595818516,47.4521180541544,5
"Denmark",2006,3.90833333333333,37318.985346,1.92422138464586,NA,NA,3.33101358939067,3.91298,NA,2.1349206,65.9327007791925,50.7300298408094,5
"Denmark",2007,3.75,38963.461096,1.69326586220323,21.828,NA,1.43548352739811,0.909253,89,2.1349206,65.7132193140493,51.482564575911,5
"Denmark",2008,3.46666666666667,41282.997487,3.4162679425837,NA,NA,2.91219081225115,-0.512025,108,2.1349206,65.997131716389,54.1758119757753,5
"Denmark",2009,5.99166666666667,40381.641251,1.30470991024337,25.331,NA,3.46559093891163,-4.906526,124,2.1349206,65.334808254921,47.1260516693445,5
"Denmark",2010,7.475,43088.058823,2.31092436974791,NA,NA,6.55308832521892,1.870993,146,2.1349206,64.3650642283542,50.5229368842239,5
"Denmark",2011,7.56666666666667,44407.951375,2.75868226051244,25.15,NA,6.58620396503854,1.336775,171,2.1984127,63.9342973335483,53.820117886958,5
"Denmark",2012,7.53333333333333,44808.543206,2.39791485664642,NA,NA,6.27794025180613,0.226468,194,2.1984127,63.1581687373286,54.6304964321937,5
"Denmark",2013,7,46742.938839,0.789071780078051,25.413,NA,7.75684697106051,0.933349,216,2.1984127,62.3558729062054,54.8288133195348,5
"Denmark",2014,6.53333333333333,47809.596748,0.564020540449527,NA,NA,8.8925926973468,1.675934,239,NA,62.1892180457566,54.5178542980041,5
"Denmark",2015,6.16666666666667,48993.575911,0.452034153691607,NA,NA,9.15605646921512,1.606086,262,NA,62.2181945281446,55.2270134093276,5
"Denmark",2016,6.19166666666667,49714.339855,0.250000000000028,NA,NA,8.17214195320897,1.287563,NA,NA,63.5077103430202,53.0990339992663,5
"Estonia",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Estonia",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.2007067977774,NA,6
"Estonia",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.7255945268316,NA,6
"Estonia",1993,NA,5569.245151,NA,NA,NA,NA,NA,NA,NA,67.516803863774,NA,6
"Estonia",1994,NA,5724.264999,NA,NA,NA,NA,-1.642424,NA,NA,67.1929044190002,NA,6
"Estonia",1995,NA,6230.080346,NA,NA,NA,-4.21487578176507,4.526682,NA,NA,65.4511007806956,67.8496884399518,6
"Estonia",1996,NA,6779.83893,NA,NA,NA,-8.36889785458939,5.323845,NA,NA,64.7306817467805,61.7945389722772,6
"Estonia",1997,9.625,7800.553373,NA,NA,NA,-11.0697494999169,11.798619,NA,NA,65.1136774847912,71.6074053647034,6
"Estonia",1998,9.15,8315.435057,8.74475061724624,NA,2536.8931,-8.57015637343202,4.117258,NA,NA,64.2552423988871,74.3811771304456,6
"Estonia",1999,11.35,8435.213415,3.29611089718905,NA,2790.842,-4.30831017200261,-0.856448,NA,NA,63.3639353056754,70.2322712544099,6
"Estonia",2000,14.4583333333333,9385.03287,4.01848952508761,NA,3005.0161,-5.3070562564017,10.568075,20,NA,64.0147330118914,61.6361238077949,6
"Estonia",2001,13.0416666666667,10292.426495,5.74827981651376,NA,3247.5979,-7.06774039549571,6.328711,NA,NA,63.430194320977,61.3459162142177,6
"Estonia",2002,11.3333333333333,11555.845531,3.57191270164023,NA,3625.5491,-11.1399795848258,6.076395,NA,NA,62.3623438307876,58.3192386281315,6
"Estonia",2003,10.35,13021.356228,1.33499116549963,NA,4177.3032,-12.9042744792139,7.416163,NA,NA,63.3059984469885,57.395627832979,6
"Estonia",2004,10.0833333333333,14390.005043,3.0481110752341,NA,4654.293,-12.0788849778137,6.294746,NA,NA,63.2696778603499,61.5182283428432,6
"Estonia",2005,7.975,16466.022729,4.07971423199851,NA,4850.5249,-8.67620383054109,9.373711,NA,NA,63.3648597078325,65.9058939990884,6
"Estonia",2006,5.94166666666667,19213.574271,4.43762042389208,NA,5179.6499,-14.9339519637527,10.271884,NA,NA,65.8585420603284,63.4885392231032,6
"Estonia",2007,4.6,21919.373693,6.60132603055637,NA,5830.6699,-15.0893940617435,7.748192,92,NA,66.0155212134257,63.1956987780916,6
"Estonia",2008,5.51666666666667,22641.840129,10.3623580313683,NA,6383.8848,-8.6713755061909,-5.419456,111,2.7420635,66.9141208425614,66.7977432058297,6
"Estonia",2009,13.575,20505.132969,-0.0784083112809885,16.228,6388.894,2.55685182097439,-14.724404,133,2.7420635,66.6294452086374,60.8047113869508,6
"Estonia",2010,16.7416666666667,21593.833533,2.97204512015693,NA,6204.4941,1.80944555540431,2.259076,157,1.8095238,66.5166024828472,75.0782302117066,6
"Estonia",2011,12.425,24501.344422,4.98190131453613,13.664,5910.0601,1.30850108585536,7.5973,183,1.8095238,67.6800595196882,86.5397252728219,6
"Estonia",2012,9.99166666666667,25973.316907,3.93339987296976,NA,5932.1382,-1.92489752483817,4.307259,204,1.8095238,67.9859952555502,85.9894385872615,6
"Estonia",2013,8.56666666666667,27388.736215,2.78056658954996,13.391,6368.1611,-0.343013577418701,1.415214,224,1.8095238,68.2567139486991,84.4650644828435,6
"Estonia",2014,7.38333333333333,28516.056113,-0.106175146521696,NA,7072.6411,0.905749333591966,2.822907,249,NA,68.3152951074241,83.056925793124,6
"Estonia",2015,6.20833333333333,28993.218183,-0.492326006547315,NA,7807.5259,2.21275913194996,1.444216,268,NA,69.7050503989957,79.2856910248626,6
"Estonia",2016,6.76666666666667,29377.71215,0.157230017261081,NA,8594.9775,2.03242191750628,1.570294,NA,NA,70.6648438675307,79.5936576645319,6
"Finland",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Finland",1991,6.60833333333333,17547.30468,4.31021551077553,NA,NA,NA,-5.914426,NA,2.7857141,68.2434228009567,NA,7
"Finland",1992,11.7083333333333,17253.236523,2.91932313887161,NA,NA,NA,-3.324629,NA,2.4523809,66.7635402906209,25.5232640362042,7
"Finland",1993,16.3416666666667,17449.55269,2.19065362521346,NA,NA,NA,-0.734493,NA,2.4523809,65.8953457796476,31.3663292438308,7
"Finland",1994,16.5833333333333,18443.191744,1.08855836283254,NA,NA,NA,3.939261,NA,2.4523809,65.0640188136922,34.0285122510136,7
"Finland",1995,15.4,19545.066674,0.791236215713251,22.229,NA,4.15948239523802,4.207131,NA,2.4523809,65.372589890568,35.7624091886846,7
"Finland",1996,14.5666666666667,20058.580413,0.629198126572972,NA,NA,3.86439033139548,3.658833,NA,2.4523809,65.472481827622,36.3276504017245,7
"Finland",1997,12.6416666666667,21763.606728,1.19255646009493,20.602,NA,5.12756636058555,6.251808,NA,2.3095238,64.9145520455722,37.8009355415485,7
"Finland",1998,11.3583333333333,23534.600252,1.39947131083817,NA,NA,5.11696588240037,5.428513,NA,2.3095238,65.291387313048,37.4673954577927,7
"Finland",1999,10.2166666666667,24768.529997,1.16223698334931,18.73,NA,5.16241423658335,4.444134,NA,2.3095238,66.2811616551015,37.6023258195914,7
"Finland",2000,9.78333333333333,26732.358226,3.04209645754528,NA,NA,7.53918971656119,5.634847,NA,2.3095238,66.9059215585747,42.0868773897153,7
"Finland",2001,9.125,27834.378038,2.57844076836537,18.05,NA,8.0594813529108,2.580792,NA,2.3095238,67.1783064722436,39.7128159682076,7
"Finland",2002,9.075,28567.171807,1.57122082395661,NA,NA,8.22249499143476,1.680325,NA,2.1666667,67.0921623691601,39.0858391384391,7
"Finland",2003,9.00833333333333,28983.254206,0.877438551306574,19.193,NA,4.64415591718963,1.993984,32,2.1666667,66.760061130922,37.2661955940859,7
"Finland",2004,8.825,31139.971432,0.187123374563893,NA,NA,5.76413907909174,3.926057,NA,2.1666667,66.4635694338665,38.5891959085546,7
"Finland",2005,8.4,31993.376199,0.623871195822717,19.374,NA,3.04701746087107,2.779955,55,2.1666667,66.8354430379747,40.2556163200253,7
"Finland",2006,7.71666666666667,34382.596244,1.56666666666667,NA,NA,3.80019345091644,4.055197,68,2.1666667,67.3984355286399,43.1708899625755,7
"Finland",2007,6.86666666666667,37688.50318,2.51066622907777,18.731,NA,3.84649920815526,5.184801,85,2.1666667,67.6965586536046,43.9968057282511,7
"Finland",2008,6.36666666666667,39969.392258,4.06595165679525,NA,NA,2.24662633041299,0.720668,103,2.1666667,68.0649188514357,45.0779769863353,7
"Finland",2009,8.24166666666667,37868.502235,-1.22216956987092e-14,22.464,NA,1.91217501351458,-8.269037,121,2.1666667,66.6418095948297,36.2709842069503,7
"Finland",2010,8.38333333333333,38811.954607,1.18413495592236,NA,NA,1.22832249780865,2.992338,145,2.1666667,66.5512978986403,38.6777124532336,7
"Finland",2011,7.775,40683.337419,3.41680903370973,22.355,NA,-1.76711579527161,2.570818,169,2.1666667,66.609167077378,39.1595426400297,7
"Finland",2012,7.68333333333333,40619.937023,2.80833232604055,NA,NA,-1.93203470762498,-1.426189,193,2.1666667,66.4620672722809,39.4813632109233,7
"Finland",2013,8.19166666666667,41293.293616,1.4782881329362,24.089,NA,-1.59645733873896,-0.758036,213,2.1666667,65.4843444227006,38.8141911497113,7
"Finland",2014,8.65833333333333,41504.247358,1.04120000617923,NA,NA,-1.25842223490382,-0.631728,235,NA,65.8363858363858,37.2222276297731,7
"Finland",2015,9.375,42267.744644,-0.207932040461464,NA,NA,-0.594784502435606,0.268556,NA,NA,66.0409556313993,36.8410250535771,7
"Finland",2016,8.79166666666667,43056.634265,0.356684500891694,NA,NA,-1.0614801432342,1.3873,NA,NA,65.778900378758,35.3528417000682,7
"France",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
