"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"B6BLTT02","Current account as a % of GDP, s.a.","FIN","Finland","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,-1.93203470762498,,
"B6BLTT02","Current account as a % of GDP, s.a.","FIN","Finland","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,-1.59645733873896,,
"B6BLTT02","Current account as a % of GDP, s.a.","FIN","Finland","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.25842223490382,,
"B6BLTT02","Current account as a % of GDP, s.a.","FIN","Finland","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.594784502435606,,
"B6BLTT02","Current account as a % of GDP, s.a.","FIN","Finland","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,-1.0614801432342,,
"B6BLTT02","Current account as a % of GDP, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,-6.83038529268876,,
"B6BLTT02","Current account as a % of GDP, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,-8.45085836402641,,
"B6BLTT02","Current account as a % of GDP, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,-7.71026327082189,,
"B6BLTT02","Current account as a % of GDP, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,-8.87060575991464,,
"B6BLTT02","Current account as a % of GDP, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,-11.4861929104867,,
"B6BLTT02","Current account as a % of GDP, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,-15.1877186296866,,
"B6BLTT02","Current account as a % of GDP, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,-15.1125836099135,,
"B6BLTT02","Current account as a % of GDP, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,-12.3460126121717,,
"B6BLTT02","Current account as a % of GDP, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,-11.3838142077917,,
"B6BLTT02","Current account as a % of GDP, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,-10.0029524697895,"P","Provisional value"
"B6BLTT02","Current account as a % of GDP, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,-3.82994263626111,"P","Provisional value"
"B6BLTT02","Current account as a % of GDP, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,-2.04036132767601,"P","Provisional value"
"B6BLTT02","Current account as a % of GDP, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.63931125788972,"P","Provisional value"
"B6BLTT02","Current account as a % of GDP, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.117133186225808,"P","Provisional value"
"B6BLTT02","Current account as a % of GDP, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.627558961892827,"P","Provisional value"
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","1991","1991","PC","Percentage","0","Units",,,-1.33273546712357,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","1992","1992","PC","Percentage","0","Units",,,-1.54051937431128,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","1993","1993","PC","Percentage","0","Units",,,-1.34050590352629,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","1994","1994","PC","Percentage","0","Units",,,-0.491413746035569,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","1995","1995","PC","Percentage","0","Units",,,-0.681291729118408,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","1996","1996","PC","Percentage","0","Units",,,-0.581588083771979,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","1997","1997","PC","Percentage","0","Units",,,-0.206954215507187,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","1998","1998","PC","Percentage","0","Units",,,-0.427110663179327,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","1999","1999","PC","Percentage","0","Units",,,-2.41391297535754,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,-2.14902351176791,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,-1.94016464761395,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,-1.99812049951733,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,-1.65423289004217,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,-1.76308210601177,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,-1.21373844925938,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,-2.22327711995515,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,-2.44890227253428,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,-3.51618537166646,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,-2.9504580248628,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,-2.73854820441365,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,-1.78643152196743,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,-3.66754544955237,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,-4.39432202225501,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,-4.6638646240288,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,-4.28431677234217,,
"B6BLTT02","Current account as a % of GDP, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,-4.3566914840251,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","1995","1995","PC","Percentage","0","Units",,,-4.21487578176507,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","1996","1996","PC","Percentage","0","Units",,,-8.36889785458939,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","1997","1997","PC","Percentage","0","Units",,,-11.0697494999169,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","1998","1998","PC","Percentage","0","Units",,,-8.57015637343202,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","1999","1999","PC","Percentage","0","Units",,,-4.30831017200261,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,-5.3070562564017,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,-7.06774039549571,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,-11.1399795848258,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,-12.9042744792139,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,-12.0788849778137,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,-8.67620383054109,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,-14.9339519637527,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,-15.0893940617435,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,-8.6713755061909,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,2.55685182097439,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,1.80944555540431,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.30850108585536,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,-1.92489752483817,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.343013577418701,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.905749333591966,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.21275913194996,,
"B6BLTT02","Current account as a % of GDP, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.03242191750628,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","1991","1991","PC","Percentage","0","Units",,,-3.75176376441209,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","1992","1992","PC","Percentage","0","Units",,,-3.63982519485949,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","1993","1993","PC","Percentage","0","Units",,,-3.86005427431898,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","1994","1994","PC","Percentage","0","Units",,,-2.40899566551037,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","1995","1995","PC","Percentage","0","Units",,,-0.861725650957048,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","1996","1996","PC","Percentage","0","Units",,,0.38747936769606,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","1997","1997","PC","Percentage","0","Units",,,-1.36894644922567,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","1998","1998","PC","Percentage","0","Units",,,-1.39836326646741,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","1999","1999","PC","Percentage","0","Units",,,0.112223956527984,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,2.49578225338912,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,2.12506326649966,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,1.66087760390442,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,1.13636466114381,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.269712193693,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,1.82274012924542,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.3673988188864,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,0.760979256924179,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,0.0766122222903607,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,-2.94782100326326,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,-3.61356941846081,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,-2.77810823228124,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,-3.60217109342181,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,-3.22207506187017,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,-2.4299458856554,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,-3.40148534086334,,
"B6BLTT02","Current account as a % of GDP, s.a.","CAN","Canada","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,-3.31038382067261,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","1999","1999","PC","Percentage","0","Units",,,3.40917347620057,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,1.19594755000328,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,1.50878217940001,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,1.17677008717814,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,0.865224666855686,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,0.443943934185937,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,-0.0175217908375811,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,0.0369288688655497,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,-0.292845958425157,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,-0.956151605071292,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,-0.832008769595248,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,-0.83921390307958,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,-0.991249547419396,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,-1.22050315697398,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.872839210876735,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.06325188455808,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.196139219451548,,
"B6BLTT02","Current account as a % of GDP, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.91511736800603,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","1995","1995","PC","Percentage","0","Units",,,-3.1939920076583,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","1996","1996","PC","Percentage","0","Units",,,-3.61856319779818,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","1997","1997","PC","Percentage","0","Units",,,-3.99245665532507,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","1998","1998","PC","Percentage","0","Units",,,-7.07419655560343,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","1999","1999","PC","Percentage","0","Units",,,-7.9194793616128,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,-8.431721815144,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,-5.86158982758323,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,-6.2576562239265,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,-8.00378954778983,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,-8.55951662687992,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,-6.99980462088453,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,-7.05775592329331,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,-7.10301446109182,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,-7.00678815658434,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,-0.810414864554206,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.30014332373328,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.758373743990153,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.74311470547337,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.77365034948097,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.04019858237281,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.26055807166131,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,4.86801639055466,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","1995","1995","PC","Percentage","0","Units",,,2.3956065927292,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","1996","1996","PC","Percentage","0","Units",,,3.30076942646179,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","1997","1997","PC","Percentage","0","Units",,,2.95895504309843,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","1998","1998","PC","Percentage","0","Units",,,2.05078866684981,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","1999","1999","PC","Percentage","0","Units",,,1.13091215832351,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,0.0621548116196618,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,0.52451650107365,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,-0.26491426565836,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,-0.614957191133454,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,-0.344459854674273,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,-0.899480503579075,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,-1.50334130991876,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,-1.38495084892872,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,-2.82567255233358,,
